Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Sparte/Farbe;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Unterkategorie;Begründung Top
02 Schneiden & Trennen;Kleintrennscheiben & Graviergeräte;;2;Wassergefäss zu Proxxon mit Messing Nozzle;https://shop.ferronato.ch/images/product/large/7912.png;Druckflasche mit Spraydüse aus Messing für den Schlauchanschluss an die DISTAR Butterfly-Schutzhaube. Liefert Kühlwasser für den Nassschnitt am Proxxon-Gerät.;Druckflasche für die gezielte Wasserkühlung der Butterfly-Trennscheibe.;Mit Messing-Spraydüse, Preis CHF 24.00.;https://shop.ferronato.ch/de/product/7912/wassergef-ss-zu-proxxon-mit-messing-nozzle?CatID=216;Plattenleger;24.0;032-731 FL;ab Lager;Plattenleger (Hauptkategorie);Kleinzubehör des Proxxon-Nasssystems, ergänzendes Verbrauchsteil.
02 Schneiden & Trennen;Kleintrennscheiben & Graviergeräte;;1;Schaft ø 6mm zu Kleintrennscheiben;https://shop.ferronato.ch/images/product/large/171.jpg;Aufnahmeschaft für Kleintrennscheiben Ø6x50 mm, Verschraubung mit M6-Gewinde, Aufnahme 6 mm.;Passender Aufnahmeschaft für alle 6-mm-Kleintrennscheiben.;Aufnahme 6 mm, Preis CHF 31.00.;https://shop.ferronato.ch/de/product/171/schaft-6mm-zu-kleintrennscheiben?CatID=216;Plattenleger;31.0;031-144;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;Reines Zubehörteil zu Kleintrennscheiben, kein Kaufhäufigkeitstreiber.
02 Schneiden & Trennen;Kleintrennscheiben & Graviergeräte;;1;TRED Diamanttrennscheibe Ø22mm;https://shop.ferronato.ch/images/product/large/4699.png;Montierte Diamanttrennscheibe HP Ø22 mm, Schaft Ø2,35 mm, Dicke 0,25 mm, Länge 46 mm, galvanisiert. Für feinste Präzisionsschnitte an kleinen Bauteilen.;Feinste Präzisionsschnitte an kleinen Bauteilen mit Handstück.;Schaftaufnahme Ø2,35 mm, für Multitool-Handstück geeignet.;https://shop.ferronato.ch/de/product/4699/tred-diamanttrennscheibe-22mm?CatID=216;Plattenleger;49.0;020-266;ab Lager;Plattenleger (Hauptkategorie);Sehr spezifisches Nischenwerkzeug, kaum Alltagsrelevanz.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;5;FERRIX DTS EPIC Ø150 Ceramics Aufnahme 22.2mm;https://shop.ferronato.ch/images/product/large/6366.jpg;Schmale Diamanttrennscheibe für Keramik und Feinsteinzeug, auch für Dekton, Lapitec, Neolith, Marmor und Granit geeignet. Ø 150 mm, Aufnahme 22.2 mm, durchgehender Rand, Randhöhe 11 mm, viele Kühllöcher, max. 10000 U/min, 80 m/s. Trocken- und Nassschnitt.;Grössere Variante für saubere Schnitte in Keramik und Feinsteinzeug.;Teil der FERRIX EPIC Ceramics Serie, auch als Ø 125 mm und Ø 180 mm erhältlich.;https://shop.ferronato.ch/de/product/6366/ferrix-dts-epic-150-ceramics-aufnahme-22-2mm?CatID=216;Plattenleger;47.0;031-199 150;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 150mm -230mm;Kernprodukt: gängige Grösse für Feinsteinzeug-Trennscheiben.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;5;FERRIX DTS EPIC Ø230 Ceramics Aufnahme 22.2mm;https://shop.ferronato.ch/images/product/large/6359.png;FERRIX Trennscheibe DTS EPIC Ø230 mm für Keramik und Porzellan, hohe Geschwindigkeit auf Feinsteinzeug und ultrakompakten Materialien, durchgehender Rand, Randhöhe 11 mm, auch für Dekton, Lapitec, Neolith sowie Marmor und Granit. Aufnahme 22,2 mm, max. 6800 U/min, nass und trocken einsetzbar.;Präzise Grossformat-Trennscheibe für Keramik, Feinsteinzeug und Kompaktmaterialien.;Nass und trocken einsetzbar, auch in Ø115 und 250 mm erhältlich.;https://shop.ferronato.ch/de/product/6359/ferrix-dts-epic-230-ceramics-aufnahme-22-2mm?CatID=216;Plattenleger;89.0;031-199 230;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 150mm -230mm;Kernprodukt für Feinsteinzeug-Schnitte, hohe Kaufhäufigkeit bei Plattenlegern.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;5;NORTON DTS Ø230mm/22,2mm Mr. Invincible;https://shop.ferronato.ch/images/product/large/7230.png;NORTON Mr. Invincible Diamanttrennscheibe für alle Baumaterialien, mit iHD-Infiltrationstechnologie der zweiten Generation für unzerstörbare Segmente. Geeignet für Akku- und kabelbetriebene Winkelschleifer. Ø 230 mm, Bohrung 22.23 mm, Nass- und Trockenschnitt.;Vielseitige, robuste Universal-Trennscheibe für grosse Winkelschleifer.;Auch in Ø 115 mm und Ø 125 mm erhältlich, Preis CHF 59.00.;https://shop.ferronato.ch/de/product/7230/norton-dts-230mm-22-2mm-mr-invincible?CatID=216;Plattenleger;59.0;030-600 230;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 150mm -230mm;Starke Marke NORTON, universelle Kern-Trennscheibe mit hoher Kaufhäufigkeit.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;4;FERRIX DTS EPIC Ø180 Ceramics Aufnahme 22.2mm;https://shop.ferronato.ch/images/product/large/6367.png;Schmale Diamanttrennscheibe für Keramik und Feinsteinzeug, auch für Dekton, Lapitec, Neolith, Marmor und Granit geeignet. Ø 180 mm, Aufnahme 22.2 mm, durchgehender Rand, Randhöhe 11 mm, viele Kühllöcher, max. 8500 U/min, 80 m/s. Trocken- und Nassschnitt.;Grösste Variante der EPIC Ceramics-Serie für Feinsteinzeug.;Teil der FERRIX EPIC Ceramics Serie, auch als Ø 125 mm und Ø 150 mm erhältlich.;https://shop.ferronato.ch/de/product/6367/ferrix-dts-epic-180-ceramics-aufnahme-22-2mm?CatID=216;Plattenleger;61.0;031-199 180;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 150mm -230mm;Standardgrösse, aber seltener gekauft als 125/150 mm.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;4;FERRIX DTS EPIC Ø250 Ceramics Aufnahme 25.4mm;https://shop.ferronato.ch/images/product/large/6360.png;FERRIX Trennscheibe DTS EPIC Ø250 mm für Keramik und Porzellan, hohe Geschwindigkeit auf Feinsteinzeug und ultrakompakten Materialien, durchgehender Rand, Randhöhe 11 mm, auch für Dekton, Lapitec, Neolith sowie Marmor und Granit. Aufnahme 25,4 mm, max. 4500 U/min, nass und trocken einsetzbar.;Grossformat-Trennscheibe für Keramik und Kompaktmaterialien mit hoher Randhöhe.;Aufnahme 25,4 mm, nass und trocken einsetzbar.;https://shop.ferronato.ch/de/product/6360/ferrix-dts-epic-250-ceramics-aufnahme-25-4mm?CatID=216;Plattenleger;118.0;031-199 250;ab Lager;Plattenleger (Hauptkategorie);Wichtig für Grossformatschnitte, spezielle Aufnahme 25,4 mm.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;3;DTS ø150 X M14 LASER Performer ohne Kühllöcher;https://shop.ferronato.ch/images/product/large/6322.png;Diamanttrennscheibe Laser-Performer Ø150 mm, gesintert, Segmente 10 mm, ohne Kühllöcher, Aufnahme M14 Innengewinde, Trockenanwendung. Super-Universalscheibe für leicht armierten Stein und Beton.;Universelle Trennscheibe für Stein und leicht armierten Beton.;Gesintert, ohne Kühllöcher für höhere Standzeit.;https://shop.ferronato.ch/de/product/6322/dts-150-x-m14-laser-performer-ohne-k-hll-cher?CatID=216;Plattenleger;95.0;032-115;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 150mm -230mm;Vielseitig einsetzbar, aber kein spezifisches Fliesen-Kernprodukt.
02 Schneiden & Trennen;Trennscheiben ab 150 mm;;2;Diamantscheibe Bildhauer Ø 230 mm Aufnahme 22,2 mm;https://shop.ferronato.ch/images/product/large/6777.jpg;Bildhauer-Diamanttrennscheibe für Trockenschnitt mit galvanisiertem Vollmantelbelag, für Marmor und Kalkstein. Ø 230 mm, Dicke 1.8 mm, Schnittbreite 2.8 mm, mit montiertem Seiten-Flansch, Aufnahme 22.2 mm, max. 6000 U/min.;Spezial-Trennscheibe für präzise Bildhauerarbeiten in Marmor und Kalkstein.;Hochpreisiges Spezialprodukt, CHF 457.50, mit Seiten-Flansch geliefert.;https://shop.ferronato.ch/de/product/6777/diamantscheibe-bildhauer-230-mm-aufnahme-22-2-mm?CatID=216;Plattenleger;457.5;030-594;Nicht an Lager;Diamantwerkzeuge, Diamanttrennscheiben 150mm -230mm;Sehr spezialisiertes Nischenprodukt für Bildhauerarbeiten.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;1;5;FERRIX DTS EPIC Ø125 Ceramics Aufnahme 22.2mm;https://shop.ferronato.ch/images/product/large/6365.png;Schmale Diamanttrennscheibe für Keramik und Feinsteinzeug, auch für Dekton, Lapitec, Neolith, Marmor und Granit geeignet. Ø 125 mm, Aufnahme 22.2 mm, durchgehender Rand, Randhöhe 11 mm, viele Kühllöcher, max. 12000 U/min, 80 m/s. Trocken- und Nassschnitt.;Schnelle, präzise Schnitte in Keramik und Feinsteinzeug ohne Ausbrüche.;Auch in Ø 150 mm und Ø 180 mm erhältlich, Aufnahme jeweils 22.2 mm.;https://shop.ferronato.ch/de/product/6365/ferrix-dts-epic-125-ceramics-aufnahme-22-2mm?CatID=216;Plattenleger;38.0;031-199 125;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;FERRIX EPIC Ø125 Ceramics, die Standardscheibe für Feinsteinzeug am Winkelschleifer.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;2;5;NORTON DTS Ø125mm/22,2mm Mr. Invincible;https://shop.ferronato.ch/images/product/large/7229.jpg;NORTON Mr. Invincible Diamanttrennscheibe für alle Baumaterialien, mit iHD-Infiltrationstechnologie der zweiten Generation für unzerstörbare Segmente. Geeignet für Akku- und kabelbetriebene Winkelschleifer. Ø 125 mm, Bohrung 22.23 mm, Segment 12/2.2 mm, Nass- und Trockenschnitt.;Vielseitige, robuste Universal-Trennscheibe für Akku- und Netzwinkelschleifer.;Auch in Ø 115 mm und Ø 230 mm erhältlich, Preis CHF 29.00.;https://shop.ferronato.ch/de/product/7229/norton-dts-125mm-22-2mm-mr-invincible?CatID=216;Plattenleger;29.0;030-600 125;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;NORTON Mr. Invincible Ø125, starke Marke im meistverkauften Durchmesser.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;3;5;DISTAR MasterCUT Ø125mm Diamanttrennscheibe trocken für Keramik;https://shop.ferronato.ch/images/product/large/7865.jpg;DISTAR MasterCUT-Trennscheibe für Feinsteinzeug und extrastarke Materialien wie Glas, trocken auf Winkelschleifer oder mit Wasserkühlung auf Fliesenschneider. Vakuumgelötete Diamantschicht, Standzeit 20-30 lfm trocken bzw. 30-40 lfm gekühlt bei 10 mm starkem Feinsteinzeug, minimale Abplatzungen. Durchmesser 125 mm, Aufnahme 22.23 mm.;Hohe Standzeit von bis zu 40 Metern bei Feinsteinzeug, Trocken- und Nassbetrieb.;Standzeit 20-40 lfm je nach Kühlung, Preis CHF 22.00.;https://shop.ferronato.ch/de/product/7865/distar-mastercut-125mm-diamanttrennscheibe-trocken-f-r-keramik?CatID=216;Plattenleger;22.0;032-669 125;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;DISTAR MasterCUT Ø125 zu CHF 22, bestes Preis-Leistungs-Verhältnis im Sortiment.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;4;5;Diamanttrennscheibe PERFECT Ø125mm x 1.5mm M14;https://shop.ferronato.ch/images/product/large/7471.png;DISTAR DTS Perfect Diamanttrennscheibe für den Trockenschnitt bei 90° auf Keramik und Feinsteinzeug. 1.5 mm Schichtdicke mit zusätzlichem Flanschgehäuse für Stabilität, Sandwich-Konstruktion für sauberen Schnitt. Durchmesser 125 mm, Aufnahme M14.;Robuste 1.5-mm-Trennscheibe für saubere, stabile Schnitte in Feinsteinzeug.;Aufnahme M14, Trockenanwendung, Preis CHF 72.00.;https://shop.ferronato.ch/de/product/7471/diamanttrennscheibe-perfect-125mm-x-1-5mm-m14?CatID=216;Plattenleger;72.0;032-674;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;DISTAR PERFECT Ø125 x 1.5 mm M14 für saubere Schnitte ohne Ausbrüche.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;5;FERRIX DTS EPIC Ø115 mm Ceramics Aufnahme 22.2mm;https://shop.ferronato.ch/images/product/large/6364.png;FERRIX Trennscheibe DTS EPIC Ø115 mm für Keramik und Porzellan, hohe Geschwindigkeit auf Feinsteinzeug und ultrakompakten Materialien, durchgehender Rand, Randhöhe 11 mm, auch für Dekton, Lapitec, Neolith sowie Marmor und Granit. Aufnahme 22,2 mm, max. 13000 U/min, nass und trocken einsetzbar.;Kompakte Trennscheibe für präzise Feinsteinzeug-Schnitte am Winkelschleifer.;Nass und trocken einsetzbar, auch in Ø230 und 250 mm erhältlich.;https://shop.ferronato.ch/de/product/6364/ferrix-dts-epic-115-mm-ceramics-aufnahme-22-2mm?CatID=216;Plattenleger;33.0;031-199 115;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;Kernprodukt, Standardgrösse Ø115 mm, hohe Kaufhäufigkeit.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;5;NORTON DTS Ø115mm/22,2mm Mr. Invincible;https://shop.ferronato.ch/images/product/large/7235.jpg;NORTON Mr. Invincible Diamanttrennscheibe für alle Baumaterialien, mit iHD-Infiltrationstechnologie der zweiten Generation für unzerstörbare Segmente. Geeignet für Akku- und kabelbetriebene Winkelschleifer. Ø 115 mm, Bohrung 22.23 mm, Nass- und Trockenschnitt.;Kompakte, robuste Universal-Trennscheibe für kleine Winkelschleifer.;Auch in Ø 125 mm und Ø 230 mm erhältlich, Preis CHF 29.00.;https://shop.ferronato.ch/de/product/7235/norton-dts-115mm-22-2mm-mr-invincible?CatID=216;Plattenleger;29.0;030-600 115;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;Starke Marke NORTON, universelle Kern-Trennscheibe mit hoher Kaufhäufigkeit.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;BETCUT NSTTB CERAMICS;https://shop.ferronato.ch/images/product/large/4243.jpg;BETCUT NSTTB Ceramics, Keramik-Trennscheibe New Shape Turbo Thin Blade für Trockenschnitt, Grössen Ø125, 150 und 230 mm, Aufnahme 22.2 mm mit Kernflansch, Diamantbelag 10x1.2 mm.;Dünne Turbo-Trennscheibe für präzisen Trockenschnitt von Keramik.;Durchmesser 125, 150 und 230 mm, ab CHF 55.00.;https://shop.ferronato.ch/de/product/4243/betcut-nsttb-ceramics?CatID=216;Plattenleger;55.0;;;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm, Diamanttrennscheiben 150mm -230mm;Häufig gebrauchte Keramik-Trennscheibe für Trockenschnitt.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;BETCUT NSTTB1,2 Ø125mm / 150 mm Keramik mit M14 Premium CH Flansch;https://shop.ferronato.ch/images/product/large/5937.png;BETCUT Keramik-Trennscheibe New Shape Turbo Thin Blade für Trockenschnitt, Ø125 mm oder 150 mm, Aufnahme M14 mit Swiss Premium Flansch, Diamantbelag 10x1,2 mm.;Präzise Dünnschnitte in Keramik dank Swiss-Premium-M14-Flansch.;Erhältlich in Ø125 mm und Ø150 mm.;https://shop.ferronato.ch/de/product/5937/betcut-nsttb1-2-125mm-150-mm-keramik-mit-m14-premium-ch-flansch?CatID=216;Plattenleger;79.0;;;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm, Diamanttrennscheiben 150mm -230mm;Kernscheibe für Feinsteinzeug- und Keramikschnitte, regelmässiger Bedarf.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;DISTAR Edge Dry DTS für Keramik 45° Ø125mm mit M14 Flansch;https://shop.ferronato.ch/images/product/large/7862.png;DISTAR Edge-Trennscheibe speziell für den 45°-Gehrungsschnitt (Jolly-Schnitt) an Keramikfliesen, mit M14-Flanschaufnahme. 25 mm breite beidseitige Diamantbeschichtung für hohe Festigkeit, Wabenmuster für weichen, produktiven Schnitt und geschliffene Kante zugleich. Durchmesser 125 mm, Dicke 1.6 mm, Trockenanwendung.;Schneidet und schleift den 45°-Jolly-Schnitt in einem Arbeitsgang, M14-Aufnahme.;Empfohlen ab 1.2 kW Winkelschleifer-Leistung, Preis CHF 85.00.;https://shop.ferronato.ch/de/product/7862/distar-edge-dry-dts-f-r-keramik-45-125mm-mit-m14-flansch?CatID=216;Plattenleger;85.0;032-667 M14;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;Zentrale Trennscheibe für den häufigen Jolly-Schnitt, starke DISTAR-Marke.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;DISTAR Edge Dry Diamanttrennscheibe für Keramik 45° Schnitt Ø125mm;https://shop.ferronato.ch/images/product/large/7861.jpg;DISTAR Edge-Trennscheibe speziell für den 45°-Gehrungsschnitt (Jolly-Schnitt) an Keramikfliesen. 25 mm breite beidseitige Diamantbeschichtung für hohe Festigkeit, Wabenmuster für weichen, produktiven Schnitt und geschliffene Kante zugleich. Durchmesser 125 mm, Dicke 1.6 mm, Aufnahme 22.23 mm, Trockenanwendung.;Schneidet und schleift den 45°-Jolly-Schnitt in einem Arbeitsgang.;Empfohlen ab 1.2 kW Winkelschleifer-Leistung, Preis CHF 73.00.;https://shop.ferronato.ch/de/product/7861/distar-edge-dry-diamanttrennscheibe-f-r-keramik-45-schnitt-125mm?CatID=216;Plattenleger;73.0;032-667;ab Lager;Plattenleger (Hauptkategorie);Zentrale Trennscheibe für den häufigen Jolly-Schnitt, starke DISTAR-Marke.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;DISTAR Shine Ø125/0.6mm DTS für Akku Geräte;https://shop.ferronato.ch/images/product/large/7845.jpg;DISTAR Shine-Trennscheibe mit nur 0.6 mm dünner Diamantschicht für splitterfreie Schnitte in Feinsteinzeug ohne Nachbearbeitung, für Akku-Winkelschleifer mit Spray-Nassanwendung. PTFE-Verstärkungsflansche machen sie fast geräuschlos, Akku hält 2-3 mal länger als bei Standardscheiben. Durchmesser 125 mm, Aufnahme 22.23 mm.;Splitterfreier Schnitt ohne Nachbearbeitung, spart Akkulaufzeit durch dünnes Blatt.;Nur für Akku-Winkelschleifer, Nassanwendung, Preis CHF 60.00.;https://shop.ferronato.ch/de/product/7845/distar-shine-125-0-6mm-dts-f-r-akku-ger-te?CatID=216;Plattenleger;60.0;032-671 125;ab Lager;DISTAR Technik;Innovative DISTAR-Scheibe, spart Nachbearbeitung und schont den Akku.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;DTS Trenn-u. Schruppscheibe für Fliesen und Feinsteinzeug Ø125mm M14;https://shop.ferronato.ch/images/product/large/4987.jpg;Diamant Trenn- und Schruppscheibe KJC Master Ø125 mm, Aufnahme M14, Trockenanwendung, Gewicht 0,19 kg. Premium-Scheibe für Bündigschnitte und Anfasen an Fliesen und Feinsteinzeug.;Trennen und Schruppen in einem Arbeitsgang an Fliesen und Feinsteinzeug.;M14-Aufnahme, reine Trockenanwendung.;https://shop.ferronato.ch/de/product/4987/dts-trenn-u-schruppscheibe-f-r-fliesen-und-feinsteinzeug-125mm-m14?CatID=216;Plattenleger;65.0;031-826;ab Lager;Plattenleger (Hauptkategorie);Häufig genutzte Kombischeibe für Fliesenkanten.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;ESTHETE 2.0 Diamanttrennscheibe Ø115mm x 1.1mm x 22.23mm;https://shop.ferronato.ch/images/product/large/7469.jpg;DISTAR-Diamanttrennscheibe zum Trockenschneiden von keramischen Materialien mit dekorativen Beschichtungen. Extradünnes Segment für sauberen Schnitt auch bei feinsten Glasuren. Durchmesser 115 mm, Dicke 1.1 mm, Aufnahme 22.23 mm. Für Keramikfliesen und Feinsteinzeug.;Schneidet feinste Glasuren sauber dank extradünnem Diamantsegment.;Auch in 125 mm erhältlich, Trockenanwendung, Preis CHF 56.00.;https://shop.ferronato.ch/de/product/7469/esthete-2-0-diamanttrennscheibe-115mm-x-1-1mm-x-22-23mm?CatID=216;Plattenleger;56.0;032-670;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;DISTAR-Trennscheibe für Feinsteinzeug, häufig benötigtes Verbrauchsmaterial.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;KGS RED FINE CUT K840 CERAMICS;https://shop.ferronato.ch/images/product/large/4242.jpg;KGS Red Fine Cut K840 Ceramics, Ø125/22.2 mm, gesinterte Diamanttrennscheibe mit Vollbelag, 5 Segmente, Breite 1.1 mm, für Keramik und Naturstein, Swiss Diamond Technology.;Feinschnitt-Trennscheibe für saubere Keramik- und Natursteinschnitte.;Durchmesser 125 mm, Aufnahme 22.2 mm, Preis CHF 46.00.;https://shop.ferronato.ch/de/product/4242/kgs-red-fine-cut-k840-ceramics?CatID=216;Plattenleger;46.0;032-080;ab Lager;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm;Starke KGS-Marke, Kernprodukt für präzise Feinsteinzeug-Schnitte.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;KGS RED K810 Diamant Trennscheibe für Granit Trockenschnitt;https://shop.ferronato.ch/images/product/large/3897.jpg;KGS Red K810 Diamant-Trennscheibe für Beton, Betonpflaster, Ziegel, Dachziegel, Granit, Verbundstein, Kalksandstein, Marmor, Porenbeton und Pflasterstein. Bohrung 22.23 mm, Höhe 7 mm, Breite 2.2 mm, Schutzsegmente gegen Unterschneiden, gewellter Stahlkern, hohe Standzeit.;Universelle Premium-Trennscheibe für Beton, Naturstein und Verbundstein.;Durchmesser 115, 125, 150 und 230 mm, ab CHF 46.00.;https://shop.ferronato.ch/de/product/3897/kgs-red-k810-diamant-trennscheibe-f-r-granit-trockenschnitt?CatID=216;Plattenleger;46.0;;;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm, Diamanttrennscheiben 150mm -230mm;Starke KGS-Marke, universelle Scheibe für viele Materialien.
02 Schneiden & Trennen;Trennscheiben bis 125 mm;;4;KGS RED K810 Diamanttrennscheibe 115-230 mm  Aufnahme M14;https://shop.ferronato.ch/images/product/large/4241.jpg;KGS Red K810 Diamant-Trennscheibe für Granit, Durchmesser 115 bis 230 mm, Aufnahme M14, Höhe 7 mm, Breite 2.2 mm, für Trockenschnitt. Für Beton, Betonpflaster, Ziegel, Granit, Verbundstein, Kalksandstein, Marmor, Porenbeton, Pflasterstein, gewellter Stahlkern, Swiss Diamond Technology.;Premium-Trennscheibe mit M14-Aufnahme für Granit-Trockenschnitt.;Durchmesser 115 bis 230 mm, ab CHF 57.00.;https://shop.ferronato.ch/de/product/4241/kgs-red-k810-diamanttrennscheibe-115-230-mm-aufnahme-m14?CatID=216;Plattenleger;57.0;;;Diamantwerkzeuge, Diamanttrennscheiben 45mm -125mm, Diamanttrennscheiben 150mm -230mm;Starke KGS-Marke, universelle Scheibe mit M14 direkt einsetzbar.
