Sparte;Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Kategorien;Begründung Top
Autogewerbe;13 Lackieren & Beschichten;Abklebebänder;3;4;tesa 4342 Hochtemperatur-Präzisionskrepp Premium 50mx38mm;https://shop.ferronato.ch/images/product/large/7040.jpg;tesa 4342 Hochtemperatur-Präzisionskrepp Premium 50mx38mm, dünner reissfester Papierträger mit Acrylatklebmasse für flache, präzise, scharfe Farb- und Lackkanten. Temperaturbeständig bis 150°C/30min, geeignet für wasser- und lösemittelbasierte Lacksysteme. Einsatzdauer bis 2 Monate innen, 3 Wochen aussen.;Präzisionskrepp für scharfe Lackkanten, temperaturbeständig bis 150°C.;Rolle 50m x 38mm, für Mehrfarblackierungen mit Ofentrocknung geeignet.;https://shop.ferronato.ch/de/product/7040/x;8.65;100-085;Nicht an Lager;Auto Produkte;tesa 4342 Hochtemperatur-Präzisionskrepp für randscharfe Kanten
Autogewerbe;13 Lackieren & Beschichten;Abklebebänder;5;4;FERROSIL Klebeband 19mm-50mm x0.11mm 50m Maler-Krepp;https://shop.ferronato.ch/images/product/large/7988.jpg;Malerkrepp 19-50 mm x 50 m mit Acrylatkleber, gelb, Stärke 110 µm. Für universelle temporäre Abdeckarbeiten, Bündeln, Verpacken und Markieren bei leichten Malerarbeiten im Innenbereich.;Malerkrepp für leichte Abdeck- und Markierarbeiten innen.;Breiten 19-50 mm, Länge 50 m.;https://shop.ferronato.ch/de/product/7988/x;1.55;;;Auto Produkte > Lackierung;FERROSIL Maler-Krepp, laufender Verbrauch beim Abkleben
Autogewerbe;13 Lackieren & Beschichten;Abklebebänder;;4;FERROSIL UV-Stucco Klebeband 25mm-50mm 25m UV15 für randscharfe Kanten;https://shop.ferronato.ch/images/product/large/7989.jpg;UV-Stucco-Klebeband 25-50 mm x 25 m, blau, 15 Tage UV-beständig, für randscharfe Kanten bei Maler- und Renovierungsarbeiten. Rückstandslos entfernbar, für Innen- und Aussenanwendung.;UV-Stucco-Band für randscharfe Kanten, 15 Tage aussentauglich.;Breiten 25/38/50 mm, Länge 25 m.;https://shop.ferronato.ch/de/product/7989/x;3.55;;;Auto Produkte > Lackierung;Verbrauchsmaterial mit regelmässigem Nachkauf.
Autogewerbe;13 Lackieren & Beschichten;Grundierungen & Füller;1;4;AKEMI Multitalent 2K-UHS 3,5l;https://shop.ferronato.ch/images/product/large/3259.jpg;AKEMI Multi Talent 2K-UHS Filler, 3.5 l, Mischverhältnis 4:1, Light Grey. Chromatfreier Nass-in-Nass-Acryl-Füller mit hoher Füllkraft, gutem Decklackstand und Korrosionsschutz, universell einsetzbar, mit gängigen Basislacken verträglich.;Hochwertiger Acryl-Füller mit hoher Füllkraft und Korrosionsschutz.;3.5 l, Mischverhältnis 4:1, Farbe Light Grey.;https://shop.ferronato.ch/de/product/3259/x;135.5;021-082;ab Lager;Auto Produkte > Karosseriebau > Grundierungen;AKEMI Multitalent 2K-UHS, zentraler Füller im Lackaufbau
Autogewerbe;13 Lackieren & Beschichten;Grundierungen & Füller;2;4;AKEMI 1K Epoxy Primer 400ml;https://shop.ferronato.ch/images/product/large/3371.jpg;AKEMI 1K Epoxy Primer, 400 ml Spraydose, universell einsetzbare Grundierung mit sehr guten Haftungs- und Korrosionsschutzeigenschaften. Für Spot Repair und Teillackierungen auf Stahlblech, Aluminium, eloxiertem Aluminium und GFK.;1K-Epoxy-Haftgrundierung für Spot Repair und Teillackierung.;Spraydose 400 ml.;https://shop.ferronato.ch/de/product/3371/x;33.6;021-086;ab Lager;Auto Produkte > Karosseriebau > Grundierungen;AKEMI 1K Epoxy Primer als Korrosionsschutz-Grundierung
Autogewerbe;13 Lackieren & Beschichten;Grundierungen & Füller;;4;AKEMI Hardener f.Multi Talent;https://shop.ferronato.ch/images/product/large/3261.jpg;AKEMI Hardener für Multi Talent 2K-UHS Filler 4:1, normale hochreaktive Härterlösung, passend zu AKEMI Multi Talent 2K-UHS Filler 4:1.;Passender Härter zum Multi Talent 2K-UHS Filler.;Mischverhältnis 4:1, normale Reaktivität.;https://shop.ferronato.ch/de/product/3261/x;24.6;021-084;ab Lager;Auto Produkte > Karosseriebau > Grundierungen;Systemzubehör zum Filler, laufend gemeinsam nachgekauft.
Autogewerbe;13 Lackieren & Beschichten;Grundierungen & Füller;;4;AKEMI Spray Cold Galvanizer;https://shop.ferronato.ch/images/product/large/3322.jpg;AKEMI Spray Cold Galvanizer, 400 ml Spraydose, schweissbare Korrosionsschutzgrundierung mit guten Haftungseigenschaften auf Metall, schnell trocknend, spritzt kaum beim Schweissen. Für Karosserie-Instandsetzung, Klima- und Lüftungstechnik, Heizungsanlagen und Rohrleitungsbau.;Schweissbare Korrosionsschutzgrundierung für Metall.;Sprühdose 400 ml, spritzarm beim Schweissen.;https://shop.ferronato.ch/de/product/3322/x;29.9;021-088;ab Lager;Auto Produkte > Karosseriebau > Grundierungen;Verbrauchsmaterial im Karosseriebau, moderater Nachkauf.
Autogewerbe;13 Lackieren & Beschichten;Lackierzubehör;;3;Lackierpinsel;https://shop.ferronato.ch/images/product/large/2029.jpg;Lackierpinsel aus Rosshaar mit falben Borsten, meisselförmig, roher Stiel, für lösemittelhaltige Farben und Lacke sowie wasserverdünnbare Anstrichsysteme. Breiten 30, 40, 50 und 100 mm erhältlich.;Rosshaar-Lackierpinsel für Lösemittel- und Wasserlacke.;Vier Breiten von 30 bis 100 mm.;https://shop.ferronato.ch/de/product/2029/x;4.6;;;Auto Produkte > Lackierung > Werkzeuge & Zubehör;Verbrauchsmaterial mit regelmässigem Nachkauf im Lackierbetrieb.
Autogewerbe;13 Lackieren & Beschichten;Lackpflege & Versiegelung;4;4;AKEMI Afin Showroom Car Glaze 500ml;https://shop.ferronato.ch/images/product/large/5534.jpg;AKEMI Afin Showroom Car Glaze 500ml, Sprühversiegelung, antistatisch, ohne Lösungsmittel oder Silikone. Für streifenfreien, brillanten Glanz auf Autolack, Glas, Kunststoff und lackiertem Holz, entfernt Staub, leichte Verschmutzungen, Fingerabdrücke und Wasserflecken. Nur für professionellen Gebrauch.;Sprühversiegelung für streifenfreien Hochglanz auf Autolack.;500ml, antistatisch, ohne Lösungsmittel/Silikone.;https://shop.ferronato.ch/de/product/5534/x;29.5;021-156;ab Lager;Aufbearbeitung von Böden + mehr;AKEMI Showroom Car Glaze zur Endversiegelung
Autogewerbe;13 Lackieren & Beschichten;Sprühlacke & Unterbodenschutz;;4;AKEMI Bitumen-Unterboden-Schutz-Spray 500 ml;https://shop.ferronato.ch/images/product/large/3245.jpg;AKEMI Bitumen-Unterboden-Schutz-Spray, 500 ml Sprühdose, überlackierbar auf Basis synthetischen Kautschuks. Schützt Karosserien, Spoiler und Unterböden vor Korrosion und Steinschlag, verträglich mit PVC-UBS-Beschichtungen.;Überlackierbarer Unterboden- und Steinschlagschutz.;Sprühdose 500 ml, verträglich mit PVC-UBS.;https://shop.ferronato.ch/de/product/3245/x;12.0;021-072;ab Lager;Auto Produkte > Lackierung;Verbrauchsmaterial im Karosseriebau mit regelmässigem Einsatz.
Autogewerbe;13 Lackieren & Beschichten;Sprühlacke & Unterbodenschutz;;4;AKEMI Rallye-Farbspray schwarz glänzend;https://shop.ferronato.ch/images/product/large/4298.jpg;AKEMI Rallye-Farbspray, 0.4 Liter, schwarz glänzend. Lösungsmittelhaltiger Einkomponentenlack, schnelltrocknend, hohe Deckkraft, witterungsbeständig und vergilbungsfrei. Gute Haftung auf Metall, Papier und Holz, benzin- und streusalzbeständig.;Schnelltrocknender Speziallack mit hoher Deckkraft.;0.4-Liter-Sprühdose, waschanlagenfest und polierfähig.;https://shop.ferronato.ch/de/product/4298/x;11.0;021-074;ab Lager;Auto Produkte > Lackierung > Lacke;Verbrauchsmaterial, wiederkehrender Bedarf im Lackierbereich.
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Anzeichnen & Markieren;1;3;PROBST Pflaster Marker PM;https://shop.ferronato.ch/images/product/large/3168.jpg;PROBST Pflaster Marker PM, markiert Betonprodukte mit konstant breitem Strich zum passgenauen Einschneiden von Pflaster. Für trockene und nasse Oberflächen, verwittert nach kurzer Zeit selbst ab, unzerbrechlich durch Glasfaserverstärkung, verschleissfest. Masse 120x30x2 mm, Lieferumfang 5 Stück in Weiss.;Verschleissfeste Markierkreide für exaktes Pflasterschneiden.;5 Stück pro Beutel, wittert selbständig ab.;https://shop.ferronato.ch/de/product/3168/x;24.2;081-328;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;PROBST Pflaster Marker, meistgenutztes Anreisswerkzeug beim Pflastern
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Anzeichnen & Markieren;2;3;PROBST Flexmarker-KIT FMK;https://shop.ferronato.ch/images/product/large/1442.jpg;PROBST Flexmarker-Kit FMK, Komplettsystem zur Gestaltung und Kennzeichnung frei wählbarer Kurvenverläufe für Wege und Beeteinfassungen. Bestehend aus 5 Fixierkrallen, 10 Glasfaserstäben und 10 Klemmstücken für Erdnägel. Markiert Kurven- und Höhenverlauf gleichzeitig, geliefert in Rohrverpackung.;System zur Markierung schwungvoller Kurvenverläufe im Pflasterbau.;12-teilig mit Fixierkrallen, Glasfaserstäben und Klemmstücken.;https://shop.ferronato.ch/de/product/1442/x;233.0;081-330;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Planumserstellung;Flexmarker-KIT für Radien und Kurven, ergänzt den Marker
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Anzeichnen & Markieren;;3;PROBST Mess- + Anreisslehre MAL;https://shop.ferronato.ch/images/product/large/3171.jpg;PROBST Mess- und Anreisslehre MAL für den einfachen Übertrag von Winkel und Abstand der Trennkante bei einzuschneidenden Pflastersteinen und Platten. Eigengewicht 0.58 kg, erleichtert Arbeiten an Randbereichen.;Überträgt Winkel und Abstand direkt auf den Zuschnitt.;Eigengewicht 0.58 kg, für Rand- und Passsteine.;https://shop.ferronato.ch/de/product/3171/x;99.0;081-182;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Nützliches, aber einmalig angeschafftes Anreisswerkzeug.
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Anzeichnen & Markieren;;3;PROBST Quickdraw QD;https://shop.ferronato.ch/images/product/large/3166.jpg;PROBST Quickdraw QD, Pflaster-Markierwerkzeug für Beton- und Steinpflaster zum Anzeichnen von Abständen vor dem Steinschneiden, besonders effektiv bei Läufer-Verlegung. Robuste Konstruktion aus Aluminium und rostfreiem Stahl mit Führungsrolle. Eigengewicht 2 kg, inkl. Wachskreide und Filzstift.;Markierwerkzeug für präzises Anzeichnen vor dem Pflasterschnitt.;Inkl. Wachskreide und Filzstift, Führungsrolle für Genauigkeit.;https://shop.ferronato.ch/de/product/3166/x;360.0;081-062;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Werkzeug, seltener Neukauf.
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Ausrichtwinkel;3;3;PROBST Aluwinkel AW 200;https://shop.ferronato.ch/images/product/large/1068.jpg;Zusammenklappbarer Alu-Winkel, Länge 2x2 m, einstellbar auf 45°, 60°, 90° und Zwischenwinkel. Zum genauen Ausrichten von Verbundpflastersteinen. Eigengewicht 6,5 kg.;Grosser Ausrichtwinkel für Verbundpflaster, klappbar für Transport.;Einstellbar auf 45°, 60°, 90° und Zwischenwinkel.;https://shop.ferronato.ch/de/product/1068/x;270.0;081-006;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Aluwinkel AW 200, gängigste Länge zum Ausrichten
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Ausrichtwinkel;;3;PROBST Aluwinkel AW 120;https://shop.ferronato.ch/images/product/large/4443.jpg;Alu-Winkel AW 120, einstellbar auf 45° und 90°, zusammenklappbar, Länge 1.2 x 1.2 m, Eigengewicht 1.7 kg. Zum genauen Ausrichten von Verbundpflastersteinen.;Klappbarer Alu-Winkel zum präzisen Ausrichten von Pflastersteinen.;Länge 1.2 x 1.2 m, Eigengewicht 1.7 kg.;https://shop.ferronato.ch/de/product/4443/x;72.0;081-106;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Praktisches Hilfsmittel, mittlere Wiederkaufrate.
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Ausrichtwinkel;;3;PROBST Aluwinkel AW 60;https://shop.ferronato.ch/images/product/large/1045.jpg;Aluminium-Ausrichtwinkel 600 x 600 mm, nutzbar auf 45° und 90°, zum präzisen Ausrichten von Verbundpflastersteinen bei der Verlegung. Eigengewicht 0,6 kg.;Richtet Pflastersteine exakt im 45°- oder 90°-Winkel aus.;Schenkellänge 600 x 600 mm, Eigengewicht 0,6 kg.;https://shop.ferronato.ch/de/product/1045/x;55.5;081-152;Nicht an Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Pflaster- & Verlegesysteme;Einfaches Hilfsmittel, seltener Nachkauf.
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Schnurhalter & Richtschnüre;4;3;PROBST String Along SA Schnurhalter;https://shop.ferronato.ch/images/product/large/3167.jpg;PROBST String Along SA Schnurhalter für Einrichtarbeiten mit Richtschnüren, wird über Erdnagel (max. Ø25 mm) gestülpt und mit Flügelschraube fixiert. Greifzähne halten die Schnur in zwei Rillen sicher auf Spannung, Höheneinstellung bleibt beim Abnehmen erhalten. Eigengewicht 0,24 kg. Lieferumfang: 6 Schnurhalter, 6 Fixierschrauben.;Flexibler Schnurhalter für Einrichtarbeiten mit Richtschnüren.;6 Stück im Set, passend für Erdnägel bis Ø25 mm.;https://shop.ferronato.ch/de/product/3167/x;39.5;081-240;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Planumserstellung;String Along Schnurhalter, Standard beim Schnurziehen
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Schnurhalter & Richtschnüre;5;3;Schnurboy SB;https://shop.ferronato.ch/images/product/large/4318.jpg;Schnürhilfe für Garten-, Landschafts- und Hochbau, aus Stahl gefertigt und pulverbeschichtet. Set mit 2 Metallwinkeln und einer Rolle Schnur (Stärke 1.4 mm, 100 m). Einstellbarer Schnurabstand seitlich und nach oben, mit Schnuraufwicklung und Aussparung für Wasserwaage. Grösse 120 x 120 mm.;Schnürhilfe für gerade Pflaster- und Maurerlinien.;Set mit 2 Metallwinkeln und 100 m Schnur, Ersatzschnur separat erhältlich.;https://shop.ferronato.ch/de/product/4318/x;55.0;;;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Verbundsteinverlegung > Manuelle Verlegung;Schnurboy als günstige Einstiegslösung
GaLa-Bau & Tiefbau;01 Messen & Anzeichnen;Schnurhalter & Richtschnüre;;3;PROBST Richtschnurhalter RSH;https://shop.ferronato.ch/images/product/large/3177.jpg;PROBST Richtschnurhalter RSH mit Klemmverbinder, zwei Flügelmuttern und Querstab 500 mm für Erdnägel Ø 5-20 mm. Ermöglicht exakte vertikale und horizontale Führung der Richtschnur, auch bei felsigem Untergrund oder Rohrleitungen.;Führt die Richtschnur exakt in Höhe und Winkel.;Querstab 500 mm, für Erdnägel Ø 5-20 mm.;https://shop.ferronato.ch/de/product/3177/x;28.5;081-104;ab Lager;GALA+Tiefbau+Renovation > PROBST für den GaLa-Bau > Planumserstellung;Kleines Hilfsmittel, kaum Wiederkaufbedarf.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;1;4;BETCUT Diamanttrennscheibe universal;https://shop.ferronato.ch/images/product/large/3568.jpg;Diamanttrennscheibe BETCUT, gesintert mit Turbobelag, ø 125-230 mm, Segmente 12 mm für Granit und Universalanwendungen. Aufnahme 22.2 mm, für Trockenschnitt.;Gesinterte Turbo-Trennscheibe für Granit und Universalschnitt.;ø 125-230 mm, Aufnahme 22.2 mm, Trockenschnitt.;https://shop.ferronato.ch/de/product/3568/x;44.0;;;GALA+Tiefbau+Renovation > Trennscheiben & Diamantbohrer > Diamanttrennscheiben > Trennscheiben trocken;BETCUT Universalscheibe, meistverkauftes Verbrauchsmaterial der Sparte
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;3;4;Husqvarna DS 350 S65+ VARI;https://shop.ferronato.ch/images/product/large/3785.jpg;Diamanttrennscheibe Husqvarna DS Ø350 mm S65+ VARI, Aufnahme 20,0/25,4 mm. Für hohe Geschwindigkeit in Standardbaustoffen, ermöglicht schnelle Schnitte.;Diamanttrennscheibe für schnelle Schnitte in Standardbaustoffen.;Ø350 mm, Aufnahme 20,0/25,4 mm.;https://shop.ferronato.ch/de/product/3785/x;245.0;032-152;ab Lager;Steinbearbeitung > HUSQVARNA > Elektrogeräte;Husqvarna DS 350 S65+ VARI, Standardscheibe für Beton und Granit
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;BETCUT Diamanttrennscheibe universal;https://shop.ferronato.ch/images/product/large/4240.jpg;DTS BETCUT ø125-230 mm, Aufnahme Flansch M14 montiert, universale Diamanttrennscheibe für Trockenschnitt in Granit und Beton.;Universelle Trockentrennscheibe für Granit und Beton.;ø 125, 150 und 230 mm, Aufnahme M14 montiert.;https://shop.ferronato.ch/de/product/4240/x;55.0;;;GALA+Tiefbau+Renovation > Trennscheiben & Diamantbohrer > Diamanttrennscheiben > Trennscheiben trocken;Verbrauchsmaterial mit regelmässigem Nachkauf im GaLa-Bau.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;Diamant TS C3 Asphalt/FB;https://shop.ferronato.ch/images/product/large/1376.jpg;Betcut Diamanttrennscheibe LT+N 186/C3S, gesintert, für Asphalt und Frischbeton. Erhältlich in Ø350 und 450 mm, Aufnahme 25,4 mm.;Gesinterte Trennscheibe für Asphalt und Frischbeton.;Zwei Durchmesser: 350 und 450 mm.;https://shop.ferronato.ch/de/product/1376/x;375.95;;;Steinbearbeitung > Diamantwerkzeuge > Diamant Trennscheiben > Trennscheiben nass;Verbrauchsmaterial für Grossmaschinen, Nachkauf aber nischig.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;Husqvarna DS 350 S35 T VARI;https://shop.ferronato.ch/images/product/large/3786.jpg;Diamanttrennscheibe Husqvarna DS Ø350 mm S35 T VARI, Aufnahme 20/25,4 mm. Turbo-Segmente für hohe Schneidgeschwindigkeit und hochwertige Schnittfuge, auch bei härtestem Stein und Beton.;Turbo-Trennscheibe für hochwertige Schnittfugen in hartem Stein.;Ø350 mm, Aufnahme 20/25,4 mm.;https://shop.ferronato.ch/de/product/3786/x;225.0;032-142;Nicht an Lager;Steinbearbeitung > Diamantwerkzeuge > Diamant Trennscheiben > Trennscheiben nass;Verbrauchstrennscheibe mit regelmässigem Nachkauf.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;Husqvarna ELITE-CUT S35S;https://shop.ferronato.ch/images/product/large/4453.jpg;"Husqvarna Diamanttrennscheibe 350 mm/14"", ELITE-CUT S35S BATTERY, für K1 Pace, 1.8 mm breit. Optimal für Beton, Granit, Marmor, Naturstein, gehärteten Beton und Ziegel. Bis zu 20 % schnelleres Schneiden und bis zu 10 % längere Lebensdauer.";Diamanttrennscheibe für Akku-Trennsäge Husqvarna K1 Pace.;Ø 350 mm, für Beton, Granit, Marmor und Ziegel.;https://shop.ferronato.ch/de/product/4453/x;287.0;050-218;ab Lager;Steinbearbeitung > Diamantwerkzeuge > Diamant Trennscheiben > Trennscheiben nass;Verschleissartikel für Baustelleneinsatz mit regelmässigem Nachkauf.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;Husqvarna Vari-Cut FR-3 350 mm;https://shop.ferronato.ch/images/product/large/5215.jpg;Husqvarna Vari-Cut FR-3 Rettungstrennscheibe für Winkelschleifer, Ø350mm, Aufnahme 25,4mm, 24 Segmente à 40x3,4mm, Nass-/Trockenanwendung, für K1 Pace 14 Zoll. Schneidet verschiedenste Materialien wie armierten Beton und Ziegel ohne Scheibenwechsel.;Multimaterial-Trennscheibe für schnelle Rettungs- und Baustellenschnitte.;Ø350mm, 24 Segmente, nass und trocken.;https://shop.ferronato.ch/de/product/5215/x;198.0;050-220;ab Lager;Steinbearbeitung > Diamantwerkzeuge > Diamant Trennscheiben;Verbrauchsscheibe für Baustelleneinsatz, moderater Nachkauf.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;TS Beton univ. sdw Ø300/350;https://shop.ferronato.ch/images/product/large/4351.jpg;Trennscheibe Beton Universal Ø 300/350 mm, Bohrung Ø 30 mm SDW, 36 Segmente 20x2.8x10.0 mm, hellblau, für Tischfräsen. Schneidet Beton und Baumaterial mit oder ohne Armierung, Sandwichkern reduziert Lärm.;Trennscheibe für lärmarmes Schneiden von Beton mit Armierung.;Erhältlich in Ø 300, 350 und 500 mm.;https://shop.ferronato.ch/de/product/4351/x;200.0;;;Steinbearbeitung > Diamantwerkzeuge > Diamant Trennscheiben > Trennscheiben nass;Verschleissartikel mit hohem Nachkaufanteil auf Tischfräsen.
GaLa-Bau & Tiefbau;02 Schneiden & Trennen;Diamanttrennscheiben;;4;VARI-CUT S35 TS HQ Ø300/20mm für Trennjäger;https://shop.ferronato.ch/images/product/large/3787.jpg;Trennscheibe VARI-CUT S35 Turbo Silver Ø300 mm, Bohrung Ø20,0 mm, für Trennjäger. Hochwertiges Schnittfinish, Turbo-Segmente für hohe Schneidgeschwindigkeit, auch bei härtestem Stein und Beton.;Turbo-Trennscheibe für Trennjäger mit hochwertigem Schnittfinish.;Ø300 mm, Bohrung Ø20,0 mm.;https://shop.ferronato.ch/de/product/3787/x;182.0;032-144;ab Lager;Steinbearbeitung > HUSQVARNA > Benzinbetriebene Geräte;Verbrauchstrennscheibe mit regelmässigem Nachkauf.
